,PatternID,Text,Cause,Effect
1827,0,"Food provides building materials for your body. Your body needs building materials so it can grow and repair itself. Specifically, it needs these materials to produce more cells and its components.",Your body needs building materials,it can grow and repair itself
1828,0,"Children with cystic fibrosis have excessively thick mucus in their lungs, which makes it difficult for them to breathe. The inheritance of this recessive allele is the same as any other recessive allele, so a Punnett square can be used to predict the probability that two carriers of the disease will have a child with cystic fibrosis. Recall that carriers have the recessive allele for a trait but do not express the trait.",The inheritance of this recessive allele is the same as any other recessive allele,a Punnett square can be used to predict the probability that two carriers of the disease will have a child with cystic fibrosis
1829,0,"The carrier parents are not affected. Tay-Sachs disease is a severe genetic disorder in which affected children do not live to adulthood, so the gene is not passed from an affected individual. Carriers of the Tay-Sachs gene are not affected.",Tay-Sachs disease is a severe genetic disorder in which affected children do not live to adulthood,the gene is not passed from an affected individual
1831,0,"Cook meats, poultry, fish, and eggs thoroughly before eating them. The heat of cooking kills any bacteria the foods may contain, so they cannot make you sick. Refrigerate cooked food soon after a meal.",The heat of cooking kills any bacteria the foods may contain,they cannot make you sick
1832,0,"Very loud sounds can kill the tiny hair cells lining the cochlea. The hair cells do not generally grow back once they are destroyed, so this type of hearing loss is permanent. You can protect your hearing by avoiding loud sounds or wearing earplugs or other ear protectors.",The hair cells do not generally grow back once they are destroyed,this type of hearing loss is permanent
1834,0,"The recycling of nutrients, such as nitrogen, by bacteria, is essential for living organisms. Organisms cannot produce nutrients, so they must come from other sources. We get nutrients from the food we eat; plants get them from the soil.",Organisms cannot produce nutrients,they must come from other sources
1838,0,"Former ""man of steel"" Superman star Christopher Reeve (September 25, 1952 October 10, 2004) was paralyzed from the neck down in a fall from a horse. The injury crushed his spinal cord so his brain could no longer communicate with his body. ",The injury crushed his spinal cord,his brain could no longer communicate with his body
1841,0,And get plenty of rest. Your brain requires plenty of rest so it can strengthen circuits that help with memory. A good nights sleep will help keep your brain functioning at its best.,Your brain requires plenty of rest,it can strengthen circuits that help with memory
1842,0,"The fluid within nephrons is carried out into a larger tube in the kidney called a ureter, which carries it to the bladder (Figure 1.2). The kidneys never stop filtering waste products from the blood, so they are always producing urine. The amount of urine your kidneys produce is dependent on the amount of fluid in your body.",The kidneys never stop filtering waste products from the blood,they are always producing urine
1843,0,"Chloroplasts are one of the main differences between plant and animal cells. Animal cells do not have chloroplasts, so they cannot photosynthesize. Photosynthesis occurs in two stages.",Animal cells do not have chloroplasts,they cannot photosynthesize
1844,0,"In nature, when the population size is small, there is usually plenty of food and other resources for each individual. When there is plenty of food and other resources, organisms can easily reproduce, so the birth rate is high. As the population increases, the food supply, or the supply of another necessary resource, may decrease.","When there is plenty of food and other resources, organisms can easily reproduce",the birth rate is high
1845,0,"When necessary resources, such as food, decrease, some individuals will die. Overall, the population cannot reproduce at the same rate, so the birth rates drop. This will cause the population growth rate to decrease.","Overall, the population cannot reproduce at the same rate",the birth rates drop. This will cause the population growth rate to decrease
1846,0,"When organisms face limiting factors, they show logistic growth (S-shaped curve, curve B: Figure 1.1). Compe-tition for resources like food and space cause the growth rate to stop increasing, so the population levels off. This flat upper line on a growth curve is the carrying capacity.",Compe-tition for resources like food and space cause the growth rate to stop increasing,the population levels off. This flat upper line on a growth curve is the carrying capacity
1847,0,"The epididymis is a tube that is about six meters (20 feet) long in adults. It is tightly coiled, so it fits inside the scrotum. It rests on top of the testes.",It is tightly coiled,it fits inside the scrotum
1849,0,"Deletion: When a segment of DNA is lost, so there is a missing segment in the chromosome. These usually result in many genes missing from the chromosome.",When a segment of DNA is lost,there is a missing segment in the chromosome
1854,0,"Many disorders of the reproductive system are not sexually transmitted infections. They are not caused by pathogens, so they dont spread from person to person. They develop for other reasons.",They are not caused by pathogens,they dont spread from person to person
1859,0,"The girl pictured below (Figure 1.4) is using her somatic nervous system to control the muscles needed to play the violin. Her brain sends messages to motor neurons that move her hands so she can play. Without the messages from her brain, she would not be able to move her hands and play the violin.",Her brain sends messages to motor neurons that move her hands,she can play
1860,0,"It prepares the body for fight or flight (Figure 1.5). For example, it increases the heart rate and the flow of blood to the legs, so you can run away from danger. 2.",it increases the heart rate and the flow of blood to the legs,you can run away from danger
1863,0,"For example, if a bird eats a caterpillar, then the bird gets the energy that the caterpillar gets from the plants it eats. So the bird indirectly gets energy that began with the glucose formed through photosynthesis. Therefore, the process of photosynthesis is central to sustaining life on Earth.","For example, if a bird eats a caterpillar, then the bird gets the energy that the caterpillar gets from the plants it eats",the bird indirectly gets energy that began with the glucose formed through photosynthesis
1864,0,"Recall that a vector is an organism that carries pathogens from one person or animal to another. For example, ticks and mosquitoes are vectors, so you should wear long sleeves and long pants when appropriate to avoid tick and mosquito bites. Using insect repellent can also reduce your risk of insect bites.","For example, ticks and mosquitoes are vectors",you should wear long sleeves and long pants when appropriate to avoid tick and mosquito bites
1866,0,These bacteria become tiny factories that produce this protein. Recombinant DNA technology helps create insulin so it can be used by humans. Recombinant DNA technology is used in gene cloning.,Recombinant DNA technology helps create insulin,it can be used by humans
1868,0,"During your lifetime, it is possible that the world may run out of some nonrenewable resources, especially as the population passes 8 then 9 billion people. So it is necessary to try to make these resources last as long as possible. You may have heard people say, ""Reduce, Reuse, Recycle.","During your lifetime, it is possible that the world may run out of some nonrenewable resources, especially as the population passes 8 then 9 billion people",it is necessary to try to make these resources last as long as possible
1871,0,"Symptoms include a cough, which usually contains mucus and coughing up blood. The TB bacteria are spread in the air when people who have the disease cough, sneeze, or spit, so it is very contagious. To help prevent the spread of the disease, public health notices, such as the one pictured below (Figure 1.3), remind people how to stop the spread of the disease.","The TB bacteria are spread in the air when people who have the disease cough, sneeze, or spit",it is very contagious
1872,0," Cigarette smoking can cause serious diseases, so not smoking or quitting now are the most effective ways to reduce your risk of developing chronic respiratory diseases, such as lung cancer. Avoiding (or stopping) smoking is the single best way to prevent many respiratory and cardiovascular diseases.",Cigarette smoking can cause serious diseases,"not smoking or quitting now are the most effective ways to reduce your risk of developing chronic respiratory diseases, such as lung cancer"
1874,0,"The other two forms of RNA, ribosomal RNA (rRNA) and transfer RNA (tRNA), are involved in the process of ordering the amino acids to make the protein. rRNA becomes part of the ribosome, which is the site of protein synthesis, and tRNA brings an amino acid to the ribosome so it can be added to a growing chain during protein synthesis. There are numerous tRNAs, as each tRNA is specific for an amino acid.","rRNA becomes part of the ribosome, which is the site of protein synthesis, and tRNA brings an amino acid to the ribosome",it can be added to a growing chain during protein synthesis
1875,0,"If a baby inherits an X chromosome from the father and an X chromosome from the mother, what will be the childs sex? The baby will have two X chromosomes, so it will be female. If the fathers sperm carries the Y chromosome, the child will be male.",The baby will have two X chromosomes,it will be female
1876,0,"If the fathers sperm carries the Y chromosome, the child will be male. Notice that a mother can only pass on an X chromosome, so the sex of the baby is determined by the father. The father has a 50 percent chance of passing on the Y or X chromosome, so there is a 50 percent chance that a child will be male, and there is a 50 percent chance a child will be female.",Notice that a mother can only pass on an X chromosome,the sex of the baby is determined by the father
1877,0,"Notice that a mother can only pass on an X chromosome, so the sex of the baby is determined by the father. The father has a 50 percent chance of passing on the Y or X chromosome, so there is a 50 percent chance that a child will be male, and there is a 50 percent chance a child will be female. This 50:50 chance occurs for each baby.",The father has a 50 percent chance of passing on the Y or X chromosome,"there is a 50 percent chance that a child will be male, and there is a 50 percent chance a child will be female"
1879,0,"But in many cases it causes no symptoms. As a result, people do not know they are infected, so they dont go to the doctor for help. If chlamydia goes untreated, it may cause more serious problems in females.",people do not know they are infected,they dont go to the doctor for help
1880,0," Your skin is always exposed to your external environment, so it gets cut, scratched, and worn down. You also naturally shed many skin cells every day.",Your skin is always exposed to your external environment,"it gets cut, scratched, and worn down"
1882,0,"Thats because scents are more novel or specific than shapes or other things you might see. So an odor similar to that of your grandmothers kitchen or pantry might be more quickly associated with your memories of that place than a similar sight, which might be more generalized. ",Thats because scents are more novel or specific than shapes or other things you might see,"an odor similar to that of your grandmothers kitchen or pantry might be more quickly associated with your memories of that place than a similar sight, which might be more generalized"
1885,0,"Life cannot exist without water. Many organisms contain a large amount of water in their bodies, and many live in water, so the water cycle is essential to life on Earth. Water continuously moves between living organisms, such as plants, and non-living things, such as clouds, rivers, and oceans (Figure","Many organisms contain a large amount of water in their bodies, and many live in water",the water cycle is essential to life on Earth
1889,0,"Myopia is corrected with a concave lens, which curves inward like the inside of a bowl. The lens changes the focus, so images fall on the retina as they should. Generally, nearsightedness first occurs in school-age children.",The lens changes the focus,images fall on the retina as they should
1890,0,"Therefore, it is a strong acid. On the other hand, only about 1 percent of acetic acid breaks down into ions, so it is a weak acid. The strength of a base depends on the concentration of hydroxide ions it produces when dissolved in water.","On the other hand, only about 1 percent of acetic acid breaks down into ions",it is a weak acid
1891,0,"The strength of a base depends on the concentration of hydroxide ions it produces when dissolved in water. For example, sodium hydroxide completely breaks down into ions in water, so it is a strong base. However, only a fraction of ammonia breaks down into ions, so it is a weak base.","For example, sodium hydroxide completely breaks down into ions in water",it is a strong base
1892,0,"For example, sodium hydroxide completely breaks down into ions in water, so it is a strong base. However, only a fraction of ammonia breaks down into ions, so it is a weak base. ","However, only a fraction of ammonia breaks down into ions",it is a weak base
1893,0,"This meant that uranium gives off rays after being exposed to sunlight. Becquerel was a good scientist, so he wanted to repeat his experiment to confirm his results. He placed more uranium on another photographic plate.",Becquerel was a good scientist,he wanted to repeat his experiment to confirm his results
1894,0,"He placed more uranium on another photographic plate. However, the day had turned cloudy, so he tucked the plate and uranium in a drawer to try again another day. He wasnt expecting the uranium to leave an image on the plate without being exposed to sunlight.","However, the day had turned cloudy",he tucked the plate and uranium in a drawer to try again another day
1895,0,"An alpha particle contains two protons and two neutrons, giving it a charge of+2. A helium nucleus has two protons and two neutrons, so an alpha particle is represented in nuclear equations by the symbol 4 He.",A helium nucleus has two protons and two neutrons,an alpha particle is represented in nuclear equations by the symbol 4
1896,0,"This means that the equation is balanced. The thorium-234 produced in this reaction is unstable, so it will undergo radioactive decay as well. The alpha particle (42 He) produced in the reaction can pick up two electrons to form the element helium.",The thorium-234 produced in this reaction is unstable,it will undergo radioactive decay as well
1899,0,"Like fossil fuels, radioactive elements are limited. In fact, they are relatively rare, so they could run out sooner rather than later. On the other hand, nuclear fission does not release air pollution or cause the other environmental problems associated with burning fossil fuels.","In fact, they are relatively rare",they could run out sooner rather than later
1903,0,"The speed of a moving car or other object at a given instant is called its instantaneous speed. It may vary from moment to moment, so it is hard to calculate. Its easier to calculate the average speed of a moving object than the instantaneous speed.",It may vary from moment to moment,it is hard to calculate
1906,0,"If the line slopes upward, like the line between A and B in Figure 12.13, velocity is increasing, so acceleration is positive. If the line is horizontal, as it is between B and C, velocity is not changing, so acceleration is zero. If the line slopes downward, like the line between C and D, velocity is decreasing, so acceleration is negative.","If the line is horizontal, as it is between B and C, velocity is not changing",acceleration is zero
1907,0,"If the line is horizontal, as it is between B and C, velocity is not changing, so acceleration is zero. If the line slopes downward, like the line between C and D, velocity is decreasing, so acceleration is negative. You can review the concept of acceleration as well as other chapter concepts by watching the musical video at this URL:","If the line slopes downward, like the line between C and D, velocity is decreasing",acceleration is negative
1908,0,"The other dog is pulling on the rope with a force of 12 newtons to the right. These opposing forces are not equal in strength, so they are unbalanced. When opposing forces are unbalanced, the net force is greater than zero.",These opposing forces are not equal in strength,they are unbalanced
1909,0,"When opposing forces are unbalanced, the net force is greater than zero. The net force on the rope is 2 newtons to the right, so the rope will move to the right. ",The net force on the rope is 2 newtons to the right,the rope will move to the right
1910,0,"This always results in a stronger force than either of the individual forces alone. In this case, the net force on the couch is 45 newtons to the right, so the couch will move to the right. You Try It!",the net force on the couch is 45 newtons to the right,the couch will move to the right
1911,0,"Friction can work for or against us. For example, putting sand on an icy sidewalk increases friction so you are less likely to slip. On the other hand, too much friction between moving parts in a car engine can cause the parts to wear out.","For example, putting sand on an icy sidewalk increases friction",you are less likely to slip
1912,0,"But do you know why the rubbing produces heat? Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy. Heat from friction can be useful.",Friction causes the molecules on rubbing surfaces to move faster,they have more heat energy
1916,0,"Objects that are closer together have a stronger force of gravity. For example, the moon is closer to Earth than it is to the more massive sun, so the force of gravity is greater between the moon and Earth than between the moon and the sun. Thats why the moon circles around Earth rather than the sun.",the moon is closer to Earth than it is to the more massive sun,the force of gravity is greater between the moon and Earth than between the moon and the sun
1917,0,"Why? The brakes stop the car but not your body, so your body keeps moving forward because of inertia. Thats why its important to always wear a seat belt.",The brakes stop the car but not your body,your body keeps moving forward because of inertia
1920,0,"Balanced forces, which are also equal and opposite, cancel each other out because they act on the same object. Action and reaction forces, in contrast, act on different objects, so they dont cancel each other out and, in fact, often result in motion. For example, in Figure 14.9, the kangaroos action acts on the ground, but the grounds reaction acts on the kangaroo.","Action and reaction forces, in contrast, act on different objects","they dont cancel each other out and, in fact, often result in motion"
1922,0,"The design of the ships hull, on the other hand, causes it to displace much more water than the ball. In fact, the weight of the displaced water is greater than the weight of the ship, so the buoyant force is greater than the force of gravity acting on the ship. As a result, the ship floats.","In fact, the weight of the displaced water is greater than the weight of the ship",the buoyant force is greater than the force of gravity acting on the ship
1925,0,"'' This amount of power could also be expressed kilowatts. A kilowatt equals 1000 watts, so the 2000-watt hair dryer produces 2 kilowatts of power. Compared with a less powerful device, a more powerful device can either do more work in the same time or do the same work in less time.",A kilowatt equals 1000 watts,the 2000-watt hair dryer produces 2 kilowatts of power
1927,0,"The teen who is playing tennis in Figure 16.1 is using force to move her tennis racket, so she is doing work. The teen who is studying isnt moving anything, so she is not doing work. Not all force that is used to move an object does work.",The teen who is studying isnt moving anything,she is not doing work
1930,0,"This occurs with both second-and third-class levers. When the input force is applied farther from the fulcrum, the input distance is greater than the output distance, so the ideal mechanical advantage is greater than 1. This always occurs with second-class levers and may occur with first-class levers.","When the input force is applied farther from the fulcrum, the input distance is greater than the output distance",the ideal mechanical advantage is greater than 1
1931,0,"This always occurs with second-class levers and may occur with first-class levers. When the input force is applied closer to the fulcrum, the input distance is less than the output distance, so the ideal mechanical advantage is less than 1. This always occurs with third-class levers and may occur with first-class levers.","When the input force is applied closer to the fulcrum, the input distance is less than the output distance",the ideal mechanical advantage is less than 1
1932,0,"This always occurs with third-class levers and may occur with first-class levers. When both forces are the same distance from the fulcrum, the input distance equals the output distance, so the ideal mechanical advantage equals 1. This occurs only with first class-levers.","When both forces are the same distance from the fulcrum, the input distance equals the output distance",the ideal mechanical advantage equals 1
1933,0,"In both cases, the direction of the force does not change, but the force is either increased or applied over a greater distance. When the input force is applied to the axle, as it is with a Ferris wheel, the wheel turns with less force, so the ideal mechanical advantage is less than 1. However, the wheel turns over a greater distance, so it turns faster than the axle.","When the input force is applied to the axle, as it is with a Ferris wheel, the wheel turns with less force",the ideal mechanical advantage is less than 1
1934,0,"When the input force is applied to the axle, as it is with a Ferris wheel, the wheel turns with less force, so the ideal mechanical advantage is less than 1. However, the wheel turns over a greater distance, so it turns faster than the axle. The speed of the wheel is one reason that the Ferris wheel ride is so exciting.","However, the wheel turns over a greater distance",it turns faster than the axle
1936,0,"The speed of the wheel is one reason that the Ferris wheel ride is so exciting. When the input force is applied to the wheel, as it is with a steering wheel, the axle turns over a shorter distance but with greater force, so the ideal mechanical advantage is greater than 1. This allows you to turn the steering wheel with relatively little effort, while the axle of the steering wheel applies enough force to turn the car.","When the input force is applied to the wheel, as it is with a steering wheel, the axle turns over a shorter distance but with greater force",the ideal mechanical advantage is greater than 1
1937,0,The highway in the figure switches back and forth so it climbs up the steep hillside. Both the ramp and the highway are examples of inclined planes.,The highway in the figure switches back and forth,it climbs up the steep hillside
1938,0,"The input force is applied to the thick end of a wedge, and it acts over the length of the wedge. The output force pushes against the object on both sides of the wedge, so the output distance is the thickness of the wedge. Therefore, the ideal mechanical advantage of a wedge can be calculated as: Ideal Mechanical Advantage =",The output force pushes against the object on both sides of the wedge,the output distance is the thickness of the wedge
1939,0,"In some of them, the turns (or threads) of the inclined plane are closer together. The closer together the threads are, the longer the inclined plane is relative to the length of the screw or bolt, so the greater its mechanical advantage is. Therefore, if the threads are closer together, you need to apply less force to penetrate the wood or other object.","The closer together the threads are, the longer the inclined plane is relative to the length of the screw or bolt",the greater its mechanical advantage is
1940,0,"You can experiment with an interactive animation of compound pulleys with various numbers of pulleys at this link:. In a single fixed pulley, only one rope segment lifts the object, so the ideal mechanical advantage is 1. This type of pulley doesnt increase the force, but it does change the direction of the force.",only one rope segment lifts the object,the ideal mechanical advantage is 1
1941,0,"This allows you to use your weight to pull on one end of the rope and more easily raise the object attached to the other end. In a single moveable pulley, two rope segments lift the object, so the ideal mechanical advantage is 2. This type of pulley doesnt change the direction of the force, but it does increase the force.",two rope segments lift the object,the ideal mechanical advantage is 2
1942,0,"This type of pulley doesnt change the direction of the force, but it does increase the force. In a compound pulley, two or more rope segments lift the object, so the ideal mechanical advantage is equal to or greater than 2. This type of pulley may or may not change the direction of the force, depending on the number and arrangement of pulleys.",two or more rope segments lift the object,the ideal mechanical advantage is equal to or greater than 2
1943,0,"When a compound machine consists of a large number of simple machines, friction may become a serious problem, and it may produce a lot of heat. Lubricants such as oil or grease may be used to coat the moving parts so they slide over each other more easily. This is how a cars friction is reduced.",Lubricants such as oil or grease may be used to coat the moving parts,they slide over each other more
1944,0,"The rod is a third-class lever, with the fulcrum on one end of the rod, the input force close to the fulcrum, and the output force at the other end of the rod. The output distance is greater than the input distance, so the angler can fling the fishing line far out into the water with just a flick of the wrist. The reel is a wheel and axle that works as a pulley.",The output distance is greater than the input distance,the angler can fling the fishing line far out into the water with just a flick of the wrist
1945,0," The atoms that make up matter are in constant motion, so they have kinetic energy. All that motion gives matter thermal energy.",The atoms that make up matter are in constant motion,they have kinetic energy
1946,0,"Each of these energy resources is described in Table 17.1. Resources such as sunlight and wind are limitless in supply, so they will never run out. Besides their availability, renewable energy resources also have the advantage of producing little if any pollution and not contributing to global warming.",Resources such as sunlight and wind are limitless in supply,they will never run out
1947,0,"Either effect may harm ecosystems. Wind Wind is moving air, so it has kinetic energy that can do work. Remember the wind turbines that opened this chapter?",Wind Wind is moving air,it has kinetic energy that can do work
1948,0,"As the fog rolls in, the cables contract and the bridge goes up. Curators from the Outdoor Exploratorium in San Francisco have set up a scope two miles away so you can see how the bridge is moving up or down depending on the weather. For more information on how the bridge moves due to temperature, see http://science.kqed.org/quest/video/quest-lab-bridge-thermometer/.",Curators from the Outdoor Exploratorium in San Francisco have set up a scope two miles away,you can see how the bridge is moving up or down depending on the weather
1950,0,"Look at the thermometer in Figure 18.2. Particles of the red liquid have greater energy when they are warmer, so they move more and spread apart. This causes the liquid to expand and rise higher in the glass tube.",Particles of the red liquid have greater energy when they are warmer,they move more and spread apart
1952,0,"Particles of soup near the bottom of the pot get hot first. They have more energy so they spread out and become less dense. With lower density, these particles rise to the top of the pot (see Figure 18.8).",They have more energy,they spread out and become less dense
1953,0,"By the time they reach the top of the pot they have cooled off. They have less energy to move apart, so they become denser. With greater density, the particles sink to the bottom of the pot, and the cycle repeats.",They have less energy to move apart,they become denser
1954,0," Particles of gases are farther apart and have fewer collisions, so they are not good at transferring thermal energy. Materials that are poor thermal conductors are called thermal insulators.",Particles of gases are farther apart and have fewer collisions,they are not good at transferring thermal energy
1957,0,"For example, to generate a higher-frequency wave in a rope, you must move the rope up and down more quickly. This takes more energy, so a higher-frequency wave has more energy than a lower-frequency wave with the same amplitude. ",This takes more energy,a higher-frequency wave has more energy than a lower-frequency wave with the same amplitude
1958,0," Sound waves are mechanical waves, so they can travel only though matter and not through empty space. This was demonstrated in the 1600s by a scientist named Robert Boyle.",Sound waves are mechanical waves,they can travel only though matter and not through empty space
1959,0,"This makes the siren sound higher in pitch. After the car speeds by the person on the left (position A), the sound waves get more and more spread out, so they have a lower frequency. This makes the siren sound lower in pitch.","After the car speeds by the person on the left (position A), the sound waves get more and more spread out",they have a lower frequency
1960,0,"This changes even the loudest sounds to just a soft hiss. Sounds that people need to hear, such as the voices of co-workers, are not interfered with in this way and may be amplified instead so they can be heard more clearly. This type of hearing protector is recommended for higher noise levels and situations where its important to be able to hear lower-decibel sounds.","Sounds that people need to hear, such as the voices of co-workers, are not interfered with in this way and may be amplified instead",they can be heard more clearly
1961,0,"What is the distance from the surface to the bottom of the water? The sound wave travels to the bottom and back in 2 seconds, so it travels from the surface to the bottom in 1 second. Therefore, the distance from the surface to the bottom is: Distance = 1437",The sound wave travels to the bottom and back in 2 seconds,it travels from the surface to the bottom in 1 second
1962,0,"Waves traveling through a medium lose some energy to the medium. However, when an electromagnetic wave travels through space, no energy is lost, so the wave doesnt get weaker as it travels. However, the energy is ""diluted"" as it spreads out over an ever-larger area as it travels away from the source.","when an electromagnetic wave travels through space, no energy is lost",the wave doesnt get weaker as it travels
1964,0,"Humans cant see ultraviolet light, but it is very useful nonetheless. It has higher-frequency waves than visible light, so it has more energy. It can be used to kill bacteria in food and to sterilize laboratory equipment (see Figure 21.12).",It has higher-frequency waves than visible light,it has more energy
1965,0,"How a light bulb produces visible light varies by type of bulb, as you can see in Table 22.1. Incandescent light bulbs, which produce light by incandescence, give off a lot of heat as well as light, so they waste energy. Other light bulbs produce light by luminescence, so they produce little if any heat.","Incandescent light bulbs, which produce light by incandescence, give off a lot of heat as well as light",they waste energy
1966,0,"Incandescent light bulbs, which produce light by incandescence, give off a lot of heat as well as light, so they waste energy. Other light bulbs produce light by luminescence, so they produce little if any heat. These light bulbs use energy more efficiently.",Other light bulbs produce light by luminescence,they produce little if any heat
1968,0,"Artist Kate Nichols longed to paint with the iridescent colors of butterfly wings, but no such pigments existed. So she became the first artist-in-residence at Lawrence Berkeley National Laboratory to synthesize nanoparticles and incorporate them into her artwork. From the laboratory to the studio, see how Kate uses the phenomenon known as ""structural color"" to transform nanotechnology into creativity.","Artist Kate Nichols longed to paint with the iridescent colors of butterfly wings, but no such pigments existed",she became the first artist-in-residence at Lawrence Berkeley National Laboratory to synthesize nanoparticles and incorporate them into her artwork
1969,0,"A virtual image appears to be on the other side of the mirror. Of course, reflected rays dont actually go behind a mirror, so a virtual image doesnt really exist. It just appears to exist to the human eye and brain.",reflected rays dont actually go behind a mirror,a virtual image doesnt really exist
1971,0,"Sounds or pictures are encoded in pulses of laser light, which are then sent through an optical fiber. All of the light reflects off the inside of the fiber, so none of it escapes. As a result, the signal remains strong even over long distances.",All of the light reflects off the inside of the fiber,none of it escapes
1972,0,The lens is a convex lens that fine-tunes the focus so an image forms on the back of the eye. Tiny muscles control the shape of the lens to focus images of close or distant objects.,lens is a convex lens that fine-tunes the focus,an image forms on the back of the eye
1973,0,"It also interprets the image as though it were right-side up. The brain does this automatically, so what we see is always right-side up. The brain also tells us what we are seeing.",The brain does this automatically,what we see is always right-side up
1974,0,"Myopia can be corrected with concave lenses. The lenses focus images farther back in the eye, so they are on the retina instead of in front of it. Farsightedness, or hyperopia, is the condition in which distant objects are seen clearly, but nearby objects are blurry.",The lenses focus images farther back in the eye,they are on the retina instead of in front of it
1975,0,"Hyperopia can be corrected with convex lenses. The lenses focus images farther forward in the eye, so they are on the retina instead of behind it. ",The lenses focus images farther forward in the eye,they are on the retina instead of behind it
1977,0,"These areas are called magnetic domains. Generally, the magnetic domains point in different directions, so the material is still not magnetic. However, the material can be magnetized by placing it in a magnetic field.","Generally, the magnetic domains point in different directions",the material is still not magnetic
1978,0,"An example is muddy water. The particles of a suspension are big enough to reflect light, so you can see them. They are also big enough to settle or be filtered out.",The particles of a suspension are big enough to reflect light,you can see them
1979,0,"Examples include homogenized milk and gelatin. The particles of a colloid are large enough to reflect light, so you can see them. But they are too small to settle or filter out of the mixture.",The particles of a colloid are large enough to reflect light,you can see them
1980,0,"Their different physical properties are used to separate them. For example, oil is less dense than water, so a mixture of oil and water can be separated by letting it stand until the oil floats to the top. Other ways of separating mixtures are shown in Figure 3.14 and in the videos below.",oil is less dense than water,a mixture of oil and water can be separated by letting it stand until the oil floats to the top
1981,0,"Consider the example of fluorine in Figure 5.5. A fluorine atom has nine protons and nine electrons, so it is electrically neutral. If a fluorine atom gains an electron, it becomes a fluoride ion with a negative charge of minus one.",A fluorine atom has nine protons and nine electrons,it is electrically neutral
1982,0,"For most other elements, isotopes are named for their mass number. For example, carbon atoms with the usual 6 neutrons have a mass number of 12 (6 protons+6 neutrons = 12), so they are called carbon-12. Carbon atoms with 7 neutrons have an atomic mass of 13 (6 protons+7 neutrons = 13).",carbon atoms with the usual 6 neutrons have a mass number of 12 (6 protons+6 neutrons = 12),they are called carbon-12
1983,0,"The mass number is the number of protons plus the number of neutrons in an atom. For example, most atoms of helium have 2 neutrons, so their mass number is 2+2 = 4. This mass number means that an atom of helium has a mass of about 4 amu.","For example, most atoms of helium have 2 neutrons",their mass number is 2+2 = 4
1986,0,"The sketch in the Figure 5.9 shows how Daltons model atoms looked. He made holes in the balls so they could be joined together with hooks. In this way, the balls could be used to model compounds.",He made holes in the balls,they could be joined together with hooks
1988,0,"When the electrons move back to their original energy level, they give off the energy as light. Different chemicals have different arrangements of electrons, so they give off light of different colors. This explains the blue-and purple-colored fireworks in Figure 5.16.",Different chemicals have different arrangements of electrons,they give off light of different colors
1989,0,"Mendeleev was a teacher as well as a chemist. He was writing a chemistry textbook and needed a way to organize the elements so it would be easier for students to learn about them. He made a set of cards of the elements, similar to a deck of playing cards, with one element per card.",He was writing a chemistry textbook and needed a way to organize the elements,it would be easier for students to learn about them
1990,0,"The atomic number is the number of protons in an atom of an element. This number is unique for each element, so it seems like an obvious way to organize the elements. (Mendeleev used atomic mass instead of atomic number because protons had not yet been discovered when he made his table.)",This number is unique for each element,it seems like an obvious way to organize the elements
1991,0,"Metals such as lithium have an outer energy level that is almost empty. They ""want"" to give up their few valence electrons so they will have a full outer energy level. As a result, metals are very reactive and good conductors of electricity.","They ""want"" to give up their few valence electrons",they will have a full outer energy level
1992,0,"Some nonmetals, such as bromine, have an outer energy level that is almost full. They ""want"" to gain electrons so they will have a full outer energy level. As a result, these nonmetals are very reactive.","They ""want"" to gain electrons",they will have a full outer energy level
1993,0,"Neon (Ne) is a nonmetal gas with a completely filled outer energy level. This makes it unreactive, so it doesnt combine with other elements. Neon is used for lighted signs like this one.",This makes it unreactive,it doesnt combine with other elements
1995,0,"Metalloids are elements that fall between metals and nonmetals in the periodic table. Just seven elements are metalloids, so they are the smallest class of elements. In Figure 6.3, they are color-coded orange.",Just seven elements are metalloids,they are the smallest class of elements
1997,0,"For example, the down filling in a down jacket is mostly air, which consists mainly of nitrogen (N) and oxygen (O). These nonmetal gases are poor conductors of heat, so they keep body heat in and cold air out. Solid nonmetals are dull rather than shiny.",These nonmetal gases are poor conductors of heat,they keep body heat in and cold air out
1998,0,"The alkaline Earth metals include all the elements in group 2 (see Figure 6.10). These metals have just two valence electrons, so they are very reactive, although not quite as reactive as the alkali metals. In nature, they are always found combined with other elements.",These metals have just two valence electrons,"they are very reactive, although not quite as reactive as the alkali metals"
1999,0," All the elements in group 1 have just one valence electron, so they are highly reactive. Group 1 is shown in Figure element in the universe.",All the elements in group 1 have just one valence electron,they are highly reactive
2001,0,"They are all colorless, odorless gases. Their outer energy level is also full, so they are the least reactive elements. In nature, they seldom combine with other substances.",Their outer energy level is also full,they are the least reactive elements
2002,0,"Sodium and chloride ions have equal but opposite charges. Opposites attract, so sodium and chloride ions attract each other. They cling together in a strong ionic bond.",Opposites attract,sodium and chloride ions attract each other
2003,0,"When they dissolve, they separate into individual ions. The ions can move freely, so they are good conductors of electricity. Dissolved ionic compounds are called electrolytes.",The ions can move freely,they are good conductors of electricity
2005,0,"The catalyst can go on to catalyze many more reactions. Catalysts are not reactants, but they help reactants come together so they can react. You can see one way this happens in the animation at the URL below.","Catalysts are not reactants, but they help reactants come together",they can react
