,PatternID,Text,Cause,Effect,cause_question,effect_question,cause_recalls,effect_recalls,cause_f1,effect_f1
1728,0,": Today we know that all of the positive charge in an atom is concentrated in a tiny central area called the nucleus, with the electrons swirling through empty space around it, as in the Figure 1.4. The nucleus was discovered just a few years after Thomson discovered the electron, so the plum pudding model was soon rejected. ",The nucleus was discovered just a few years after Thomson discovered the electron,the plum pudding model was soon rejected,"why was the plum pudding model rejected ?
","what was the result of the discovery of the nucleus ?
",0.2,0.833333333,1.0,1.0
1729,0,"Conduction occurs when there is direct contact between materials that differ in their ability to give up or accept electrons. A van de Graff generator produces a negative charge on its dome, so it tends to give up electrons. Human hands are positively charged, so they tend to accept electrons.",A van de Graff generator produces a negative charge on its dome,it tends to give up electrons,"what causes a van de graff generator to give up electrons ?
","why does a van de graff generator produce a negative charge on its dome ?
",0.9,0.666666667,0.7499999999999999,0.923076923076923
1730,0,"A van de Graff generator produces a negative charge on its dome, so it tends to give up electrons. Human hands are positively charged, so they tend to accept electrons. Therefore, electrons flow from the dome to the mans hand when they are in contact.",Human hands are positively charged,they tend to accept electrons,"why do human hands tend to accept electrons ?
","why are human hands positively charged ?
",1.0,0.8,0.5714285714285715,0.9090909090909092
1731,0,"They are all radioactive. This means that they are unstable, so they decay into different, more stable elements. Many of the actinides do not occur in nature but are made in laboratories.",This means that they are unstable,"they decay into different, more stable elements","why are actinides all radioactive ?
","what happens to actinides when they are unstable ?
",0.5,0.0,0.6,1.0
1732,0,: There is sliding friction between the brake pads and bike rims each time you use your bikes brakes. This friction slows the rolling wheels so you can stop. ,This friction slows the rolling wheels,you can stop,"how do you stop using your bike brakes ?
","what is the benefit of the friction between the brake pads and bike rims ?
",0.2,0.666666667,0.0,0.6
1733,0,A: The time it takes the wave to reach the bottom is 2 seconds. So the distance from the ship to the bottom of the water is: Distance = 1437 m/s,it takes the wave to reach the bottom is 2 seconds,the distance from the ship to the bottom of the water is: Distance = 1437,"how long does it take for a wave to reach the bottom of the water ?
","what is the distance from the ship to the bottom of the water ?
",0.333333333,0.4,0.3636363636363636,0.3
1734,0,"Alkenes with the same atoms but different shapes are called isomers. Smaller alkenes have relatively high boiling and melting points, so they are gases at room temperature. Larger alkenes have lower boiling and melting points, so they are liquids or waxy solids at room temperature.",Smaller alkenes have relatively high boiling and melting points,they are gases at room temperature,"why are smaller alkenes gases at room temperature ?
","why do smaller alkenes have high boiling and melting points ?
",0.8888888890000001,0.833333333,0.7142857142857143,0.923076923076923
1735,0,"Smaller alkenes have relatively high boiling and melting points, so they are gases at room temperature. Larger alkenes have lower boiling and melting points, so they are liquids or waxy solids at room temperature. The bananas on the left were stored in a special bag that absorbs ethene.",Larger alkenes have lower boiling and melting points,they are liquids or waxy solids at room temperature,"why are larger alkenes liquids or waxy solids at room temperature ?
","what are the properties of larger alkenes ?
",0.25,0.8888888890000001,0.7692307692307693,0.7499999999999999
1736,0,"Atoms of group 18 elements have eight valence electrons (or two in the case of helium). These elements already have a full outer energy level, so they are very stable. As a result, they rarely if ever react with other elements.",These elements already have a full outer energy level,they are very stable,"why are atoms of group 18 elements very stable ?
","what is the benefit of having a full outer energy level ?
",0.5,0.75,0.8571428571428571,0.16666666666666666
1737,0,"Typically, the dots are drawn as if there is a square surrounding the element symbol with up to two dots per side. An element never has more than eight valence electrons, so there cant be more than eight dots per atom. Q: Carbon (C) has four valence electrons.",An element never has more than eight valence electrons,there cant be more than eight dots per atom,"why can ' t there be more than eight dots per atom ?
","if an element has more than eight valence electrons , how many dots can there be ?
",0.875,0.8888888890000001,0.3333333333333333,0.5454545454545454
1738,0,"The copper wires in the cable in the Figure 1.5 are coated with plastic. Copper is an excellent conductor of electricity, so it is used for wires that carry electric current. Plastic contains mainly carbon, which cannot conduct electricity, so it is used as insulation on the wires.",Copper is an excellent conductor of electricity,it is used for wires that carry electric current,"why are copper wires coated with plastic ?
","why is copper used in the cable ?
",0.333333333,0.111111111,0.23529411764705885,0.8
1739,0,"Copper is an excellent conductor of electricity, so it is used for wires that carry electric current. Plastic contains mainly carbon, which cannot conduct electricity, so it is used as insulation on the wires. Q: Why do copper and carbon differ in their ability to conduct electricity?","Plastic contains mainly carbon, which cannot conduct electricity",it is used as insulation on the wires,"why is plastic used as insulation on the wires ?
","what is plastic used for ?
",0.125,0.857142857,0.5454545454545454,0.7272727272727273
1740,0,"Why is this a good idea? A: Light-colored clothes absorb less light and reflect more light than dark-colored clothes, so they keep people cooler. ",: Light-colored clothes absorb less light and reflect more light than dark-colored clothes,they keep people cooler,"why do light - colored clothes keep people cooler ?
","why do light - colored clothes absorb less light and reflect more light ?
",0.666666667,0.75,0.0,0.8888888888888891
1741,0,"In the Figure 1.1, the smooth surface of the still water in the pond on the left reflects light in this way. When light is reflected from a rough surface, the waves of light are reflected in many different directions, so a clear image does not form. This is called diffuse reflection.","When light is reflected from a rough surface, the waves of light are reflected in many different directions",a clear image does not form,"how does diffuse reflection occur ?
","what happens when light is reflected from a rough surface ?
",0.4375,0.2,0.8421052631578948,0.5
1742,0,It fine-tunes the focus so an image forms on the retina at the back of the eye. Tiny muscles control the shape of the lens to focus images of close or distant objects.,fine-tunes the focus,an image forms on the retina at the back of the eye,"how does an image form on the retina ?
","what happens when the lens fine - tunes the focus ?
",0.5,0.375,0.3333333333333333,0.9411764705882352
1743,0,"It also interprets the image as though it were right-side up. The brain does this automatically, so what we see always appears right-side up. The brain also interprets what we are seeing.",The brain does this automatically,what we see always appears right-side up,"how does the brain interpret an image ?
","what happens when the brain interprets an image ?
",0.25,0.0,0.0,0.4444444444444444
1744,0,"Hyperopia can be corrected with convex lenses. The lenses focus images farther forward in the eye, so they fall on the retina instead of behind it. Q: Joey has hyperopia.",The lenses focus images farther forward in the eye,they fall on the retina instead of behind it,"how can hyperopia be corrected with convex lenses ?
","what is the benefit of using convex lenses ?
",0.14285714300000002,0.0,0.6086956521739131,0.6666666666666666
1745,0,"Myopia can be corrected with concave lenses. The lenses focus images farther back in the eye, so they fall on the retina instead of in front of it. Q: Sometimes squinting the eyes can help someone see more clearly.",The lenses focus images farther back in the eye,they fall on the retina instead of in front of it,"how can concave lenses be used for myopia ?
","what is the benefit of concave lenses ?
",0.14285714300000002,0.0,0.56,0.0
1746,0,"For example, to generate a higher-frequency wave in a rope, you must move the rope up and down more quickly. This takes more energy, so a higher-frequency wave has more energy than a lower-frequency wave with the same amplitude. You can see examples of different frequencies in the Figure 1.2 (Amplitude is the distance that particles of the medium move when the energy of a wave passes through them.)",This takes more energy,a higher-frequency wave has more energy than a lower-frequency wave with the same amplitude,"why does a higher frequency wave have more energy than a lower frequency wave ?
","does a higher or lower frequency wave have more energy ?
",0.5,0.454545455,1.0,0.5714285714285713
1747,0,"It is the ratio of the output force to the input force. A wedge applies more force to the object (output force) than the user applies to the wedge (input force), so the mechanical advantage of a wedge is greater than 1. A longer, thinner wedge has a greater mechanical advantage than a shorter, wider wedge.",A wedge applies more force to the object (output force) than the user applies to the wedge (input force),the mechanical advantage of a wedge is greater than 1,"what is the mechanical advantage of a wedge ?
","what is the mechanical advantage of a wedge ?
",0.066666667,0.625,0.1111111111111111,0.5454545454545454
1748,0,"A longer, thinner wedge has a greater mechanical advantage than a shorter, wider wedge. With all wedges, the trade-off is that the output force is applied over a shorter distance, so force may need to be applied to the wedge repeatedly to push it through the object. Q: Which wedge in the Figure 1.3",the trade-off is that the output force is applied over a shorter distance,force may need to be applied to the wedge repeatedly to push it through the object,"what is the trade - off between a longer , thinner wedge and a wider one ?
","what is the trade - off between a longer , thinner wedge and a wider one ?
",0.1,0.071428571,0.8235294117647058,0.19047619047619047
1749,0,"Because the output force is less than the input force, the mechanical advantage is less than 1. However, the wheel turns over a greater distance, so it turns faster than the axle. The speed of the wheel is one reason that the Ferris wheel ride is so exciting.","However, the wheel turns over a greater distance",it turns faster than the axle,"why does the wheel turn faster than the axle ?
","what happens when the wheel turns over a greater distance ?
",0.833333333,0.6,0.0,0.9090909090909092
1750,0,"The speed of the wheel is one reason that the Ferris wheel ride is so exciting. When the input force is applied to the wheel, as it is with a doorknob, the axle turns over a shorter distance but with greater force, so the mechanical advantage is greater than 1. This allows you to turn the doorknob with relatively little effort, while the axle of the doorknob applies enough force to slide the bar into or out of the doorframe.","When the input force is applied to the wheel, as it is with a doorknob, the axle turns over a shorter distance but with greater force",the mechanical advantage is greater than 1,"how is the mechanical advantage greater than 1 ?
","what is the mechanical advantage of the wheel with a doorknob ?
",0.19047619,1.0,1.0,0.6666666666666666
1751,0,"Therefore, this weight lifter is doing more work. The two weight lifters on the bottom right are both lifting the weight the same distance, but the weight lifter on the left is lifting a heavier weight, so she is doing more work. ","The two weight lifters on the bottom right are both lifting the weight the same distance, but the weight lifter on the left is lifting a heavier weight",she is doing more work,"why is the weight lifter on the left doing more work ?
","why is the weight lifter on the left lifting a heavier weight ?
",0.380952381,0.8,0.0,0.9090909090909092
1752,0,"In physics, work means the use of force to move an object. The teens who are playing basketball in the picture above are using force to move their bodies and the basketball, so they are doing work. The teen who is studying isnt moving anything, so she isnt doing work.",The teens who are playing basketball in the picture above are using force to move their bodies and the basketball,they are doing work,"how are the teens doing work ?
","what are the teens doing by using force to move their bodies and the basketball ?
",0.588235294,0.75,0.8717948717948718,0.6666666666666666
1753,0,"The teens who are playing basketball in the picture above are using force to move their bodies and the basketball, so they are doing work. The teen who is studying isnt moving anything, so she isnt doing work. Not all force that is used to move an object does work.",The teen who is studying isnt moving anything,she isnt doing work,"why is the teen in the picture not doing work ?
","why is the teen who is studying not moving anything ?
",0.857142857,0.5,0.7368421052631579,0.8888888888888891
1754,68, The size of particles determines how they are carried by flowing water. This is illustrated in Figure 10.2.,flowing water,The size of particles determines how they are carried,"the size of particles determines how they are carried by ?
","how are particles carried by flowing water ?
",1.0,1.0,1.0,0.2222222222222222
1755,68," Geologists can learn a lot about Earths history by studying sedimentary rock layers. But in some places, theres a gap in time when no rock layers are present.",studying sedimentary rock layers,Geologists can learn a lot about Earths history,"how can geologists learn about earths history ?
","what can geologists learn by studying sedimentary rock layers ?
",1.0,0.857142857,0.8888888888888891,0.7272727272727273
1756,68,So the organism contains less and less carbon-14 as time goes on. We can estimate the amount of carbon-14 that has decayed by measuring the amount of carbon-14 to carbon-12. We know how fast carbon-14 decays.,measuring the amount of carbon-14 to carbon-12,We can estimate the amount of carbon-14 that has decayed,"how can we estimate the amount of carbon - 14 that has decayed ?
","how can we estimate the amount of carbon - 14 to carbon - 12 ?
",0.5,0.8888888890000001,0.5333333333333333,0.2222222222222222
1757,68," In the carbon cycle, carbon moves through living and nonliving things. Carbon actually moves through two cycles that overlap.",living and nonliving things,"In the carbon cycle, carbon moves","in the carbon cycle , what does carbon move through ?
","how does carbon move through living and nonliving things ?
",1.0,0.8,1.0,0.7499999999999999
1758,68,Where is it going? The most common way to describe direction is by using a compass. A compass is a device with a floating needle (Figure 2.1).,using a compass,The most common way to describe direction is,"what is the most common way to describe direction ?
","what is the most common way to use a compass ?
",0.5,1.0,0.8,0.25
1759,68,"Longitude tells you how far you are east or west from the Prime Meridian (Figure 2.21). You can remember latitude and longitude by doing jumping jacks. When your hands are above your head and your feet are together, say longitude (your body is long!).",doing jumping jacks,You can remember latitude and longitude,"how can you remember latitude and longitude ?
","what do jumping jacks help you do ?
",0.666666667,1.0,0.8571428571428571,0.8
1760,68,Human actions have increased how often droughts occur. One way people can help to bring on drought is by cutting down trees. Trees add a lot of water vapor to the air.,cutting down trees,One way people can help to bring on drought is,"what is one way people can help to bring on drought ?
","why do people cut down trees ?
",0.666666667,1.0,0.8571428571428571,0.1176470588235294
1761,68,"A space probe is an unmanned spacecraft. The craft collects data by flying near or landing on an object in space. This could be a planet, moon, asteroid, or comet.",flying near or landing on an object in space,The craft collects data,"how does a space probe collect data ?
","what does a space probe do by landing on an object in space ?
",0.625,0.333333333,0.9411764705882352,0.8
1762,68,"For example, if a star is like the Sun, it should be about as bright as the Sun. They then figure out the stars distance from Earth by measuring how much less bright it is than expected. ",measuring how much less bright it is than expected,They then figure out the stars distance from Earth,"how do astronomers figure out the stars distance from earth ?
","what happens when a star is less bright than expected ?
",0.5555555560000001,0.75,0.9473684210526316,0.2857142857142857
1763,68, Nuclear energy is produced by splitting the nucleus of an atom. This releases a huge amount of energy.,splitting the nucleus of an atom,Nuclear energy is produced,"how is nuclear energy produced ?
","what is produced by splitting the nucleus of an atom ?
",1.0,1.0,0.8888888888888891,0.6666666666666666
1764,68,Oil is separated into different compounds at an oil refinery (Figure 5.4). This is done by heating the oil. Each hydrocarbon compound in crude oil boils at a different temperature.,heating the oil,This is done,"how is oil separated into different compounds at an oil refinery ?
","how is oil separated into different compounds at an oil refinery ?
",0.5,0.333333333,0.2666666666666667,0.0
1765,68,Scientists and engineers have many ways to get energy from the Sun (Figure 5.9). One is by using solar cells. Solar cells are devices that turn sunlight directly into electricity.,using solar cells,One is,"what is one way scientists and engineers get energy from the sun ?
","how many ways do scientists and engineers get energy from the sun ?
",0.0,1.0,0.8571428571428571,0.5
1766,68,You may have seen solar panels on roof tops. The Suns heat can also be trapped in your home by using south facing windows and good insulation. ,using south facing windows and good insulation,The Suns heat can also be trapped in your home,"how can suns heat be trapped in your home ?
","what is the benefit of using south facing windows and good insulation ?
",1.0,0.8888888890000001,0.9333333333333332,1.0
1767,68,"Deep within the Earth, as plates collide, rocks crumple into folds. You can model these folds by placing your hands on opposite edges of a piece of cloth and pushing your hands together. In sedimentary rocks, you can easily trace the folding of the layers.",placing your hands on opposite edges of a piece of cloth and pushing your hands together,You can model these folds,"how can you model the folds of rocks ?
","what can you do by placing your hands on opposite edges of a piece of cloth and pushing your hands together ?
",1.0,0.8,0.967741935483871,0.2777777777777777
1768,68,Some types of rock can even completely dissolve in water! Other minerals change by adding water into their structure. ,adding water into their structure,Other minerals change,"how do some minerals change ?
","what do some types of rock change by adding water into their structure ?
",1.0,0.666666667,0.9090909090909092,0.5
1769,68,"Moving water causes abrasion it moves rocks so that they bump against one another (Figure 9.3). Strong winds cause abrasion by blasting sand against rock surfaces. Finally, the ice in glaciers cause abrasion.",blasting sand against rock surfaces,Strong winds cause abrasion,"how do strong winds cause abrasion ?
","what causes abrasion by blasting sand against rock surfaces ?
",1.0,1.0,0.9090909090909092,0.6666666666666666
1770,68,"The pollutants are much the same as from burning fossil fuels: CO2, carbon monoxide, methane, particulates, nitrous oxide, hydrocarbons, and organic and elemental carbon. Burning forests increases greenhouse gases in the atmosphere by releasing the CO2 stored in the biomass and also by removing the forest so that it cannot store CO2 in the future. As with all forms of air pollution, the smoke from biomass burning often spreads far and pollutants can plague neighboring states or countries.",releasing the CO2 stored in the biomass,Burning forests increases greenhouse gases in the atmosphere,"how do burning forests increase greenhouse gases in the atmosphere ?
","what effect does burning forests have on the atmosphere ?
",0.0,0.857142857,0.9090909090909092,0.6
1771,68,"The most difficult and expensive option is for reclamation teams to pump the water to the surface, cleanse it using chemical or biological methods, then re-inject it into the aquifer. The contaminated portions of the aquifer must be dug up and the pollutant destroyed by incinerating or chemically processing the soil, which is then returned to the ground. This technique is often prohibitively expensive and is done only in extreme cases.","incinerating or chemically processing the soil, which is then returned to the ground",the pollutant destroyed,"how is the pollutant destroyed ?
","what happens to the contaminated portions of the aquifer when they are returned to the ground ?
",0.272727273,1.0,0.5882352941176471,0.4444444444444445
1772,68," Everyone can reduce their use of energy resources and the pollution the resources cause by conserving energy. Conservation means saving resources by using them more efficiently, using less of them, or not using them at all.",conserving energy,Everyone can reduce their use of energy resources and the pollution the resources cause,"how can everyone reduce their use of energy resources and pollution ?
","what can be done by conserving energy ?
",1.0,0.833333333,0.8,1.0
1773,68,"This periodic motion can be attributed to the gravitational pull of a planet or, sometimes, another star orbiting the star. A planet may also be identified by measuring a stars brightness over time. A temporary, periodic decrease in light emitted from a star can occur when a planet crosses in front of, or ""transits,"" the star it is orbiting, momentarily blocking out some of the starlight.",measuring a stars brightness over time,A planet may also be identified,"how can a planet be identified ?
","by measuring a stars brightness over time , how can a planet be identified ?
",1.0,0.6,0.9090909090909092,0.0
1774,68,"By examining the arrangement of these dark absorption lines, astronomers can determine the composition of elements that make up a distant star. In fact, the element helium was first discovered in our Sun not on Earth by analyzing the absorption lines in the spectrum of the Sun. While studying the spectrum of light from distant galaxies, astronomers noticed something strange.",analyzing the absorption lines in the spectrum of the Sun,"In fact, the element helium was first discovered in our Sun not on Earth","how was helium discovered in the sun ?
","where was the element helium discovered ?
",0.0,0.384615385,0.9333333333333332,0.375
1775,68,"Many endangered species live in wetlands, so wetlands are protected from human use. Wetlands also play a key biological role by removing pollutants from water. For example, they can trap and use fertilizer that has washed off a farmers field, and therefore they prevent that fertilizer from contaminating another body of water.",removing pollutants from water,Wetlands also play a key biological role,"wetlands play a key biological role by doing what ?
","what is the importance of removing pollutants from water ?
",1.0,0.833333333,1.0,1.0
1776,68,How would you find Old Faithful? One way is by using latitude and longitude. Any location on Earths surface or on a map can be described using these coordinates.,using latitude and longitude,One way is,"how would you find old faithful ?
","how would you find old faithful using latitude and longitude ?
",1.0,0.0,0.8888888888888891,0.24
1777,68,The open ocean is a vast area. Food either washes down from the land or is created by photosynthesizing plankton. Zooplankton and larger animals feed on the phytoplankton and on each other.,photosynthesizing plankton,Food either washes down from the land or is created,"what creates food in the open ocean ?
","what happens to food in the open ocean ?
",0.0,0.111111111,1.0,0.7999999999999999
1778,68,"Plastic shopping bags are extremely abundant in the oceans. If an organism accidentally ingests one, it may clog digestion and cause starvation by stopping food from moving through or making the animal not feel hungry. In some areas, plastics have seven times the concentration of zooplankton.",stopping food from moving through or making the animal not feel hungry,it may clog digestion and cause starvation,"how does a plastic shopping bag cause starvation ?
","what happens if an organism accidentally ingests a plastic shopping bag ?
",0.0,0.28571428600000004,0.9565217391304348,0.5384615384615384
1779,68,"Little is known about the paleogeography, or the ancient geography, of the early planet, although smaller continents could have come together and broken up. Geologists can learn many things about the Pre-Archean by studying the rocks of the cratons. Cratons also contain felsic igneous rocks, which are remnants of the first continents.",studying the rocks of the cratons,Geologists can learn many things about the Pre-Archean,"how can geologists learn about the pre - archean ?
","what can be learned by studying the rocks of the cratons ?
",1.0,0.571428571,0.8888888888888891,0.7999999999999999
1780,68,"Sedimentary rocks that are not horizontal must have been deformed. You can trace the deformation a rock has experienced by seeing how it differs from its original horizontal, oldest-on-bottom position. This deformation produces geologic structures such as folds, joints, and faults that are caused by stresses.","seeing how it differs from its original horizontal, oldest-on-bottom position",You can trace the deformation a rock has experienced,"how can you trace the deformation a rock has experienced ?
","how can you trace the deformation of a rock ?
",0.1,1.0,0.7826086956521738,0.0
1781,68,"This is just one example of how geologists use observations they make today to unravel what happened in Earths past. Rocks formed from volcanoes, oceans, rivers, and many other features are deciphered by looking at the geological work those features do today. Click image to the left or use the URL below.",looking at the geological work those features do today,"Rocks formed from volcanoes, oceans, rivers, and many other features are deciphered","how are rocks formed from volcanoes deciphered ?
","what is deciphered by looking at geological work today ?
",0.625,0.5,0.9411764705882352,0.9090909090909092
1782,68,"The Sun, many millions of kilometers away, provides the energy that drives the water cycle. Our nearest star directly impacts the water cycle by supplying the energy needed for evaporation. ",supplying the energy needed for evaporation,Our nearest star directly impacts the water cycle,"how does the sun impact the water cycle ?
","how does the sun impact the water cycle ?
",0.0,0.28571428600000004,0.9090909090909092,0.0
1783,68,"Sewage treatment removes contaminants, such as solids and particles, from sewage. Water purification produces drinking water by removing bacteria, algae, viruses, fungi, unpleasant elements such as iron and sulfur, and man-made chemical pollutants. The treatment method used depends on the kind of wastewater being treated and the desired end result.","removing bacteria, algae, viruses, fungi, unpleasant elements such as iron and sulfur, and man-made chemical pollutants",Water purification produces drinking water,"how does water purification produce drinking water ?
","what happens when bacteria , algae , viruses , fungi , and man - made chemical pollutants are removed ?
",0.4375,0.8,0.8823529411764706,1.0
1784,68," Some isotopes are radioactive; radioactive isotopes are unstable and spontaneously change by gaining or losing particles. Two types of radioactive decay are relevant to dating Earth materials (Table 1.1): Particle Alpha Composition 2 protons, 2 neutrons Beta 1 electron Effect on Nucleus",gaining or losing particles,radioactive isotopes are unstable and spontaneously change,"how do radioactive isotopes spontaneously change ?
","are radioactive isotopes stable or unstable by gaining or losing particles ?
",1.0,0.571428571,0.8888888888888891,0.25
1785,68,"Animals consume this carbon when they eat plants or other animals that have eaten plants. After the organisms death, the carbon-14 decays to stable nitrogen-14 by releasing a beta particle. The nitrogen atoms are lost to the atmosphere, but the amount of carbon-14 that has decayed can be estimated by measuring the proportion of radioactive carbon-14 to stable carbon-12.",releasing a beta particle,"After the organisms death, the carbon-14 decays to stable nitrogen-14","how does carbon - 14 decay to stable nitrogen - 14 ?
","what happens to the carbon - 14 when an organism dies ?
",0.0,0.25,0.8571428571428571,0.35294117647058826
1786,68,"After the organisms death, the carbon-14 decays to stable nitrogen-14 by releasing a beta particle. The nitrogen atoms are lost to the atmosphere, but the amount of carbon-14 that has decayed can be estimated by measuring the proportion of radioactive carbon-14 to stable carbon-12. As time passes, the amount of carbon-14 decreases relative to the amount of carbon-12.",measuring the proportion of radioactive carbon-14 to stable carbon-12,"the atmosphere, but the amount of carbon-14 that has decayed can be estimated","how can the amount of carbon - 14 be estimated ?
","what happens to the nitrogen atoms after the organism dies ?
",0.125,0.454545455,0.631578947368421,0.14285714285714288
1787,68,Removing these oxides reduces the pollutants that cause acid rain. Particles are relatively easy to remove from emissions by using motion or electricity to separate particles from the gases. Scrubbers remove particles and waste gases from exhaust using liquids or neutralizing materials,using motion or electricity to separate particles from the gases,Particles are relatively easy to remove from emissions,"how are particles removed from emissions ?
","why do scrubbers use motion or electricity to separate particles ?
",0.666666667,0.5,0.9473684210526316,0.0
1788,68,Seismologists use seismic waves to learn about earthquakes and also to learn about the Earths interior. One ingenious way scientists learn about Earths interior is by looking at earthquake waves. Seismic waves travel outward in all directions from where the ground breaks and are picked up by seismographs around the world.,looking at earthquake waves,One ingenious way scientists learn about Earths interior is,"what is one way scientists learn about the earths interior ?
","how do scientists learn about the earths interior ?
",0.0,0.8888888890000001,0.8888888888888891,0.0
1789,68,"Engineers can develop cleaner energy sources to reduce pollution and greenhouse gas emissions. Citizens can change their behavior to reduce the impact they have on the planet by demanding products that are produced sustainably. When forests are logged, new trees should be planted.",demanding products that are produced sustainably,Citizens can change their behavior to reduce the impact they have on the planet,"how can citizens change their behavior to reduce the impact they have on the planet ?
","what can be done by demanding products that are produced sustainably ?
",1.0,1.0,0.923076923076923,1.0
1790,68,"Scientists have created continuous records of tree rings going back over the past 2,000 years. Wood fragments from old buildings and ancient ruins can be age dated by matching up the pattern of tree rings in the wood fragment in Cross-section showing growth rings. question and the scale created by scientists.",matching up the pattern of tree rings in the wood fragment in Cross-section showing growth rings,Wood fragments from old buildings and ancient ruins can be age dated,"how can wood fragments from old buildings and ancient ruins be dated ?
","what can be used to date tree rings from the past ?
",0.14285714300000002,0.916666667,0.8666666666666666,0.6
1791,68," Water pollution contributes to water shortages by making some water sources unavailable for use. In underdeveloped countries, raw sewage is dumped into the same water that people drink and bathe in.",making some water sources unavailable for use,Water pollution contributes to water shortages,"how does water pollution contribute to water shortages ?
","why are some water sources unavailable for use ?
",0.857142857,0.833333333,0.9333333333333332,1.0
1792,68,"Endothermy means controlling body temperature within a narrow range from the inside through biochemical or physical means. For example, on a cold day, an endotherm may produce more body heat by increasing its rate of metabolism. On a hot day, it may give off more heat by increasing blood flow to the surface of the body.",increasing its rate of metabolism,"For example, on a cold day, an endotherm may produce more body heat","how does an endotherm produce more body heat on a cold day ?
","what can an endotherm do by increasing its rate of metabolism ?
",1.0,0.727272727,0.9090909090909092,0.5333333333333333
1793,68,"For example, on a cold day, an endotherm may produce more body heat by increasing its rate of metabolism. On a hot day, it may give off more heat by increasing blood flow to the surface of the body. That way, some of the heat can radiate into the air from the bodys surface.",increasing blood flow to the surface of the body,"On a hot day, it may give off more heat","how does an endotherm give off more heat on a hot day ?
","can an endotherm increase blood flow to the surface of the body ?
",0.857142857,0.7777777779999999,0.9333333333333332,0.6923076923076924
1794,68,Their job is to protect the ends of the fingers and toes. They also make it easier to feel things with the sensitive fingertips by acting as a counterforce when things are handled. ,acting as a counterforce when things are handled,They also make it easier to feel things with the sensitive fingertips,"how do they make it easier to feel things with the sensitive fingertips ?
","what do they do by acting as a counterforce when things are handled
",1.0,0.9090909090000001,0.9333333333333332,0.9
1795,68,"The dead cells overlap each other, almost like shingles on a roof. They work like shingles as well, by helping shed water from hair. Head hair helps protect the scalp from sun exposure.",helping shed water from hair,They work like shingles as well,"how do dead cells work like shingles ?
","how do dead cells help shed water from hair ?
",0.8,0.5,0.0,0.0
1796,68,Sodium is added to most packaged foods. People often add more sodium to their food by using table salt. Too much sodium has been linked to high blood pressure in some people.,using table salt,People often add more sodium to their food,"how do people add more sodium to their food ?
","what happens to table salt when people use it ?
",0.666666667,0.875,0.8571428571428571,0.7692307692307693
1797,68,"Transport of all these materials is necessary to maintain homeostasis of the body and life itself. The cardiovascular system also helps regulate body temperature by controlling where blood moves around the body. Blood is warm, so when more blood flows to the surface of the body, it warms the surface.",controlling where blood moves around the body,The cardiovascular system also helps regulate body temperature,"how does the cardiovascular system regulate body temperature ?
","how does the cardiovascular system help regulate body temperature ?
",0.166666667,0.7142857140000001,0.923076923076923,0.14285714285714285
1798,68,Both are described below. You can also learn more about them by watching this video: ,watching this video,You can also learn more about them,"how can you learn more about them ?
","how can you learn more about them ?
",0.0,0.857142857,0.8571428571428571,0.0
1799,68,They filter all the blood in the body many times each day and produce urine. They control the amount of water and dissolved substances in the blood by excreting more or less of them in urine. The kidneys also secrete hormones that help maintain homeostasis.,excreting more or less of them in urine,They control the amount of water and dissolved substances in the blood,"how do kidneys control the amount of water and dissolved substances in the blood ?
","why do the kidneys produce urine ?
",0.125,0.9,0.9411764705882352,0.6896551724137931
1800,68,Plants make starches to store extra glucose. Consumers can get starches by eating plants. Common sources of starches in the human diet are pictured in the Figure 2.8.,eating plants,Consumers can get starches,"how can consumers get starches ?
","what can be obtained by eating plants ?
",1.0,1.0,0.8,0.0
1801,68,"When Hakeem started to fall off the railing, his nervous system sensed that he was losing his balance. It responded by sending messages to his muscles. Some muscles contracted while other relaxed.",sending messages to his muscles,It responded,"how did hakeem ' s nervous system respond ?
","what did hakeem ' s nervous system do when it sensed he was losing his balance ?
",0.2,0.0,0.9090909090909092,0.0
1802,68,"Did you ever use 3-D glasses to watch a movie, like the teens in Figure 20.11? If you did, then you know that the glasses make images on the flat screen seem more realistic by giving them depth. The images seem to jump right out of the screen toward you.",giving them depth,then you know that the glasses make images on the flat screen seem more realistic,"how do 3 - d glasses make images on the flat screen seem more realistic ?
","what happens if you use 3 - d glasses to watch a movie ?
",0.0,0.692307692,0.8571428571428571,0.6046511627906976
1803,68,"For example, it produces antid-iuretic hormone. This hormone travels to the kidneys and stimulates them to conserve water by producing more concentrated urine. ",producing more concentrated urine,This hormone travels to the kidneys and stimulates them to conserve water,"how does antid - iuretic hormone help the kidneys conserve water ?
","how does antid - iuretic hormone help conserve water ?
",0.0,0.363636364,0.8888888888888891,0.0
1804,68,"However, it is becoming more common in teens and children because more young people are overweight now than ever before. You can greatly reduce your risk of developing type 2 diabetes by maintaining a healthy body weight. Some cases of type 2 diabetes can be cured with weight loss.",maintaining a healthy body weight,You can greatly reduce your risk of developing type 2 diabetes,"what can greatly reduce your risk of developing type 2 diabetes ?
","what can you do by maintaining a healthy body weight ?
",1.0,0.9090909090000001,0.8888888888888891,0.9
