,Unnamed: 0,context,question,answer,start_idx,end_idx
261,1844,Millions of acres of forest have been cut and burned to make way for farming .,For what purpose did Millions of acres of forest burn ?,to make way for farming,53,75
262,1804,Why do farmers use wasteful irrigation methods when water - efficient methods are available ? Many farmers and farming corporations have not switched to more efficient irrigation methods for two reasons : 1 .,Why do farmers use wasteful irrigation methods when water - efficient methods are available ?,Why,0,2
263,1216,Local news can tell you of restaurants to avoid due to unhealthy conditions .,Why do restaurants avoid ?,due to unhealthy conditions,48,74
264,1323,"If you are dominant for all of the alleles for height , then you will be very tall .",For what purpose are you are dominant ?,for all of the alleles for height,20,52
265,706,The technology needs to advance so that the price falls .,For what purpose does The technology need to advance ?,so that the price falls,32,54
266,1090,"In these reactions , the nuclei of atoms come together to form new , heavier chemical elements .",For what purpose do the nuclei of atoms come together in these reactions ?,"to form new , heavier chemical elements",55,93
267,790,One of two things must happen for sea level to change in a marine transgression : either the land must sink or the water level must rise .,For what purpose must One of two things happen ?,for sea level to change in a marine transgression,30,78
268,1,That action did not receive support from the scientific community since no one knows the risks to people and the environment from such a large amount of these harmful chemicals .,Why was this measure not supported by the scientific community?,since no one knows the risks to people and the environment from such a large amount of these harmful chemicals,66,175
269,391,"The car jack , in turn , puts out 7000 joules of work to raise up the car .",For what purpose does The car jack put 7000 joules of work ?,to raise up the car,54,72
270,749,"For example , chemistry explains how food cooks , why laundry detergent cleans your clothes , and why antacid tablets relieve an upset stomach .",Why does laundry detergent clean your clothes ?,why,50,52
271,1707,They must go through metamorphosis to change into the adult form .,For what purpose must They go through metamorphosis ?,to change into the adult form,35,63
272,1912,"It also depends on certain parts of the brain , because the brain and eyes work together to allow us to see .",For what purpose does the brain and eyes work together ?,to allow us to see,89,106
273,194,"For example , the biceps and triceps muscles work together to allow you to bend and straighten your elbow .",For what purpose do biceps and triceps muscles work together?,to allow you to bend and straighten your elbow,59,104
274,305,"Although the idea that Earth is a magnet is centuries old , the discovery of why Earth is a magnet is a relatively new .",Why is the Earth a magnet?,why,77,79
275,266,"For example , putting sand on an icy sidewalk increases friction so you are less likely to slip .",To what end does laying sand on an icy pavement increase friction?,so you are less likely to slip,65,94
276,351,"The ions can move freely , so they can carry current .",For what purpose can the ions move freely?,so they can carry current,27,51
277,824,It is found in all living organisms because it performs essential life functions .,Why is It found in all living organisms ?,because it performs essential life functions,36,79
278,212,Why has climate stability been beneficial for human civilization ? Stability has allowed the expansion of agriculture and the development of towns and cities .,Why has climate stability been beneficial to human civilisation?,Why,0,2
279,1147,Metals are especially good thermal conductors because they have freely moving electrons that can transfer thermal energy quickly and easily .,Why are Metals are especially good thermal conductors ?,because they have freely moving electrons that can transfer thermal energy quickly and easily,46,138
280,1757,Six H are now needed in the reactants to match the six H in the products .,For what purpose are Six H needed in the reactants now ?,to match the six H in the products,38,71
281,1025,Burning forests increases greenhouse gases in the atmosphere by releasing the CO2 stored in the biomass and also by removing the forest so that it can not store CO2 in the future .,For what purpose do the forest remove ?,so that it can not store CO2 in the future,136,177
282,438,"We make maps of the surface using radar , because the thick clouds wo nt allow us to take photographs of the surface of Venus .",Why do We make maps of the surface using radar ?,because the thick clouds wo nt allow us to take photographs of the surface of Venus,42,124
283,889,That s why reactions of acids and bases are called neutralization reactions .,Why are reactions of acids and bases called neutralization reactions ?,why,7,9
284,781,Imaging satellites take pictures of Earths surface for military or scientific purposes .,For what purpose do Imaging satellites take pictures of Earths surface ?,for military or scientific purposes,51,85
285,2022,The Greeks gave the planet this name because Mercury moves very quickly in its orbit around the Sun .,Why did The Greeks give this name the planet ?,because Mercury moves very quickly in its orbit around the Sun,37,98
286,678,"You can see clearly through a transparent object , such as the revolving glass doors in the figure , because all the light passes straight through it .","Why can You see through a transparent object , such as the revolving glass doors in the figure , clearly ?",because all the light passes straight through it,101,148
287,666,Brain and spinal cord injuries most commonly occur because of car crashes or athletic activities .,Why do Brain and spinal cord injuries occur most commonly ?,because of car crashes or athletic activities,51,95
288,1439,"Because of the tremendous amount of incoming sunlight , solar power is being developed in the United States in southeastern California , Nevada , and Arizona .","Why is solar power being developed in the United States in southeastern California , Nevada , and Arizona ?",Because of the tremendous amount of incoming sunlight,0,52
289,1299,"Because air traveling over the warm water in the Gulf Stream picks up a lot of water , London gets a lot of rain .",Why does London get a lot of rain ?,Because air traveling over the warm water in the Gulf Stream picks up a lot of water,0,83
290,846,( Never taste an unknown substance to see whether it is a base ! ) Did you ever taste unsweetened cocoa powder ? It tastes bitter because it is a base .,Why do It taste bitter ?,because it is a base,130,149
291,832,"If the pain is severe , a doctor can prescribe stronger medicine to relieve the pain .",For what purpose can a doctor prescribe stronger medicine if the pain is severe ?,to relieve the pain,65,83
292,378,"For additional information , see Homeostasis at .",What is the purpose of homeostasis?,For additional information,0,25
293,1170,"Atmospheric CO2 has increased over the past five decades , because the amount of CO2 gas released by volcanoes has increased .",Why has Atmospheric CO2 increased over the past five decades ?,because the amount of CO2 gas released by volcanoes has increased,59,123
294,1191,"How might this be related to the properties of nonmetals ? A : Because nonmetals are on the right side of the periodic table , they have more electrons in their outer energy level than elements on the left side or in the middle of the periodic table .",Why are they have more electrons in their outer energy level than elements on the left side or in the middle of the periodic table ?,Because nonmetals are on the right side of the periodic table,63,123
295,1846,"Each cell in your body needs oxygen , as oxygen is used in cellular respiration to produce energy in the form of ATP .",For what purpose is oxygen used in cellular respiration ?,to produce energy in the form of ATP,80,115
296,44,They break down chemicals to make food .,To what end are they breaking chemicals?,to make food,26,37
297,1735,"To increase the size and strength of skeletal muscles , you need to make these muscles contract against a resisting force .",For what purpose do you need to make these muscles contract against a resisting force ?,To increase the size and strength of skeletal muscles,0,52
298,896,Almost all the structures in the ear are needed for this purpose .,For what purpose are Almost all the structures in the ear needed ?,for this purpose,48,63
299,441,"Enzymes are nt changed or used up in the reactions , so they can be used to speed up the same reaction over and over again .",For what purpose did Enzymes nt use in the reactions ?,so they can be used to speed up the same reaction over and over again,53,121
300,1194,"For that reason , we ca nt see black holes .",Why ca we nt see black holes ?,For that reason,0,14
301,623,"QUEST journeys back to find out how physicists on the UC Berkeley campus in the 1930s , and at the Stanford Linear Accelerator Center in the 1970s , created "" atom smashers "" that led to key discoveries about the tiny constituents of the atom and paved the way for the Large Hadron Collider in Switzerland .",For what purpose does QUEST journey back ?,"to find out how physicists on the UC Berkeley campus in the 1930s , and at the Stanford Linear Accelerator Center in the 1970s , created "" atom smashers "" that led to key discoveries about the tiny constituents of the atom and paved the way for the Large Hadron Collider in Switzerland",20,304
302,421,The cool water flows into a return pipe rather than going directly to another radiator because the cool water no longer has enough thermal energy to heat a room .,Why has The cool water flows into a return pipe rather than going directly to another radiator ?,because the cool water no longer has enough thermal energy to heat a room,87,159
303,782,"To turn coal into electricity , the rock is crushed into powder , which is then burned in a furnace that has a boiler .",For what purpose is the rock crushed ?,To turn coal into electricity,0,28
304,468,He made holes in the balls so they could be joined together with hooks .,For what purpose did He make holes in the balls ?,so they could be joined together with hooks,27,69
305,1606,"Due to plate tectonics , the continents changed their shapes and positions during Earth history .",Why did the continents change their shapes and positions during Earth history ?,Due to plate tectonics,0,21
306,100,Many of these reactions require catalysts so they will occur quickly enough to support life .,To what end do many of these reactions require catalysts?,so they will occur quickly enough to support life,42,90
307,1591,"Since many of the scientists who first assigned names to times in Earths history were from Europe , they named the blocks of time from towns or other local places where the rock layers that represented that time were found .",Why were they named the blocks of time from towns or other local places where the rock layers that represented that time were found ?,Since many of the scientists who first assigned names to times in Earths history were from Europe,0,96
308,876,Objects such as ships may float in a fluid like water because of buoyant force .,Why may Objects such as ships float in a fluid like water ?,because of buoyant force,54,77
309,1775,Existing rocks can be weathered and eroded to form sediments .,For what purpose did Existing rocks erode ?,to form sediments,43,59
310,1880,"Since planets only reflect the Suns light , Venus should not be called a star at all ! Venus is very bright because its clouds reflect sunlight very well .",Why is Venus very bright ?,Since planets only reflect the Suns light,0,40
311,185,"For a visual explanation of these concepts , watch the animation "" Temperature vs.","What is the purpose of the animation ""temperature monitoring?",For a visual explanation of these concepts,0,41
312,1865,"Since colorblindness is recessive , the dominant normal gene will mask the recessive colorblind gene .",Why will the dominant normal gene mask the recessive colorblind gene ?,Since colorblindness is recessive,0,32
313,2052,"Like coal and oil , natural gas is also burned to generate heat for powering turbines .",For what purpose is natural gas burned like coal and oil ?,to generate heat for powering turbines,47,84
314,1245,Trans fat is rare in nature but is manufactured and added to foods to preserve freshness .,For what purpose did Trans fat add to foods ?,to preserve freshness,67,87
315,768,"Over time , a drug user may need more of the drug to get the desired effect .",For what purpose may a drug user need more of the drug over time ?,to get the desired effect,50,74
316,392,A puffy down jacket keeps you warm in the winter for the same reason .,Why does A puffy down jacket keep you warm in the winter ?,for the same reason,49,67
317,1717,"The rings circle the planets equator , but because Uranus is tilted on its side , the rings are almost perpendicular to the planets orbit .",Why are the rings are almost perpendicular to the planets orbit ?,because Uranus is tilted on its side,43,78
318,909,You ca nt normally see the droplets from a sneeze because they are so small .,Why ca You nt see the droplets from a sneeze normally ?,because they are so small,50,74
319,1034,A source of energy is needed to disturb matter and start a mechanical wave .,For what purpose is A source of energy needed ?,to disturb matter and start a mechanical wave,29,73
320,1510,"Because there was not advanced warning , more than 8000 people lost their lives .",Why was more than 8000 people lost their lives ?,Because there was not advanced warning,0,37
321,1628,"Marie Curie died of cancer , most likely because of exposure to radiation in her research .",Why did Marie Curie die ?,of cancer,17,25
322,1490,Western Europe is warmer than it should be due to the Gulf Stream .,Why be it be ?,due to the Gulf Stream,43,64
323,1612,Earths internal heat does not depend on the Sun for energy .,For what purpose does Earths internal heat not depend on the Sun ?,for energy,48,57
324,1484,"Since tiny photosynthetic organisms , known as phytoplankton , supply nearly all of the energy and nutrients to the rest of the marine food web , most other marine organisms live in or at least visit the photic zone .",Why do most other marine organisms visit the photic zone at least ?,"Since tiny photosynthetic organisms , known as phytoplankton , supply nearly all of the energy and nutrients to the rest of the marine food web",0,142
325,1407,The curves are called meanders because they slowly wander over the land .,Why are The curves called meanders ?,because they slowly wander over the land,31,70
326,1349,"In addition , Carson applies forces to his scooter to control its speed and direction .",For what purpose does Carson apply forces to his scooter ?,to control its speed and direction,51,84
327,54,Standing on two feet allows an organism to see and also to use its hands and arms for hunting .,For what purpose does an organism use its hands and arms?,for hunting,82,92
328,1201,"For fish farmers , keeping costs down may be a problem since coastal land may be expensive and labor costs may be high .",Why be keeping costs down be a problem for fish farmers ?,since coastal land may be expensive and labor costs may be high,55,117
329,1647,"For this reason , cleaning polluted groundwater is very costly , takes years , and is sometimes not technically feasible .",Why is cleaning polluted groundwater very costly ?,For this reason,0,14
330,2072,Have you ever noticed that you lose your sense of taste when your nose is stuffed up ? That s because your sense of smell greatly affects your ability to taste food .,Why did you notice that you lose your sense of taste when your nose is stuffed up ? That s ever ?,because your sense of smell greatly affects your ability to taste food,94,163
331,928,What evidence is there that Earth is spherical ? What evidence was there before spaceships and satellites ? Try to design an experiment involving a ship and the ocean to show Earth is round .,For what purpose do an experiment involving a ship and the ocean design ?,to show Earth is round,167,188
332,1199,That s why rubbing your hands together makes them warmer .,Why does rubbing your hands together make them warmer ?,why,7,9
333,311,How can so many biochemical reactions take place simultaneously in our cells ? A : So many reactions can occur because biochemical reactions are amazingly fast .,Why can many reactions occur?,because biochemical reactions are amazingly fast,111,158
334,1361,"Drinking sewage - contaminated water causes waterborne diseases , due to pathogens such as protozoa , viruses , or bacteria .",Why does Drinking sewage - contaminated water cause waterborne diseases ?,"due to pathogens such as protozoa , viruses , or bacteria",66,122
335,335,"Because atoms are always electrically neutral , for each added proton , one electron is also added .",Why is one electron added for each added proton?,Because atoms are always electrically neutral,0,44
336,917,Do you want to be one of them ? Then adopt a healthy lifestyle now and follow it for life .,For what purpose do you follow it then ?,for life,81,88
337,951,"Because energy is the ability to do work , it is expressed in the same unit that is used for work .",Why is it expressed in the same unit that is used for work ?,Because energy is the ability to do work,0,39
338,1730,"During a rainstorm , clouds develop regions of positive and negative charge due to the movement of air molecules , water drops , and ice particles .",Why do clouds develop regions of positive and negative charge during a rainstorm ?,"due to the movement of air molecules , water drops , and ice particles",76,145
339,717,"For more information on wind energy , see http://science .",For what purpose do http://science see ?,For more information on wind energy,0,34
340,840,"Because of their shape , convex mirrors can gather and reflect light from a wide area .",Why can convex mirrors gather light from a wide area ?,Because of their shape,0,21
341,1156,Fuel stores energy and can be released to do work .,For what purpose can Fuel be do released ?,to do work,39,48
342,564,Refining is possible because each hydrocarbon in crude oil boils at a different temperature .,Why is Refining possible ?,because each hydrocarbon in crude oil boils at a different temperature,21,90
343,1507,"It easily loses its one valence electron to form positive potassium ions ( K+ ) , which are needed by all living cells .",For what purpose does It lose its one valence electron easily ?,"to form positive potassium ions ( K+ ) , which are needed by all living cells",41,117
344,544,"If you start one piece of wood burning , enough heat is produced by the burning wood to start the rest of the pile burning without any further help from you .",For what purpose is by the burning wood produced enough heat if you start one piece of wood burning without any further help from you ?,to start the rest of the pile burning,85,121
345,1134,Cancer cells grow rapidly and take up a lot of glucose for energy .,For what purpose do Cancer cells take a lot of glucose ?,for energy,55,64
346,1095,"After a certain amount of feces have collected , a sphincter relaxes to let the feces pass out of the body through the anus .",For what purpose does a sphincter relax after a certain amount of feces have collected ?,to let the feces pass out of the body through the anus,69,122
347,823,"For this and other contributions , Lavoisier has been called the father of modern chemistry .",For what purpose has Lavoisier been called the father of modern chemistry ?,For this and other contributions,0,31
348,5,This gas can be captured and burned to produce electricity .,To what end can this gas be intercepted?,to produce electricity,36,57
349,382,"C ) In a cyclic molecule , the chain of carbon atoms is joined at the two ends to form a ring .",To what end is the chain of carbon atoms connected in a cyclic molecule in a cyclic molecule?,to form a ring,79,92
350,436,Or if their outlets grow because of erosion .,Why do their outlets grow ?,because of erosion,25,42
351,365,"All chemical reactions , even exothermic reactions , need a certain amount of energy to get started .","To what end do all chemical reactions, including exothermic reactions, require a certain amount of energy?",to get started,85,98
352,948,Astronomers can study light from stars to learn about the universe .,For what purpose can Astronomers study light from stars ?,to learn about the universe,39,65
353,1261,"Installing a geothermal system can be very costly , how- ever , because of the need to drill through underground rocks .",Why be Installing a geothermal system be very costly how- ever ?,because of the need to drill through underground rocks,64,117
354,576,Is equation 2 balanced ? Count the oxygen atoms to find out .,For what purpose did the oxygen atoms count ?,to find out,48,58
355,1677,"For example , the skull surrounds the brain to protect it from injury .",For what purpose does the skull surround the brain ?,to protect it from injury,44,68
356,1977,You also depend on many muscles to keep you alive .,For what purpose do You depend on many muscles also ?,to keep you alive,32,48
357,1486,"Getting STIs is no big deal , because they can be cured with medicines .",Why is Getting STIs no big deal ?,because they can be cured with medicines,30,69
358,31,A population of cacti in the Sonoran Desert generally shows even dispersion due to competition for water .,Why does a cactus population in the Sonoran Desert show any scattering at all?,due to competition for water,76,103
359,1293,"For that reason , a metamorphic rock may have a new mineral composition and/or texture .",Why may a metamorphic rock have a new mineral composition and/or texture ?,For that reason,0,14
360,1720,"3 is brown because it eroded soil from a bare , sloping field .",Why is 3 brown ?,"because it eroded soil from a bare , sloping field",11,60
361,373,"If you ve had dental X rays , you may have noticed that a heavy apron was placed over your body to protect it from stray X rays .",What was the purpose of putting a heavy apron over your body?,to protect it from stray X rays,96,126
362,173,These organisms do not do photosynthesis since there is no light at the vents .,Why are these organisms not doing photosynthesis?,since there is no light at the vents,41,76
363,1875,Q : Is the chemical equation for the burning of methane balanced ? Count the atoms of each type on both sides of the arrow to find out .,For what purpose do the atoms of each type count on both sides of the arrow ?,to find out,123,133
364,1432,SI units are easy to use because they are based on the number 10 .,Why are SI units are easy to use ?,because they are based on the number 10,25,63
365,1878,"Why do you think children and fetuses are more susceptible ? Because young organisms grow more rapidly , they take in more of the toxic chemicals and are more affected .",Why do you think children and fetuses are more susceptible ?,"Because young organisms grow more rapidly , they take in more of the toxic chemicals and are more affected",61,166
366,1827,A and C represent objects that have different velocities only because they are moving at different speeds .,Why do objects have different velocities ?,only because they are moving at different speeds,57,104
367,1357,What came before the Big Bang ? There is no way for scientists to know since there is no remaining evidence .,Why is scientists know no way ?,since there is no remaining evidence,71,106
368,873,"Because weight measures force , the SI unit for weight is the newton ( N ) .",Why is the SI unit for weight the newton ( N ) ?,Because weight measures force,0,28
369,79,"For example , the leaves appear green because they reflect green light and absorb light of other wavelengths .",Why appear green?,because they reflect green light and absorb light of other wavelengths,38,107
370,614,"Since each contour line represents a specific elevation , two different contour are separated by the same difference in elevation ( e.",Why are by the same difference in elevation separated two different contour ?,Since each contour line represents a specific elevation,0,54
371,1907,Fluids are pumped through a borehole to create fractures in the reservoir rock that contains the natural gas .,For what purpose are Fluids pumped through a borehole ?,to create fractures in the reservoir rock that contains the natural gas,37,107
372,721,"Since Earths shadow is large , a lunar eclipse lasts for hours .",Why does a lunar eclipse last for hours ?,Since Earths shadow is large,0,27
373,818,What are some of the ways you can conserve water in and around your home ? Avoid polluting water so that less is needed .,For what purpose do polluting water avoid ?,so that less is needed,97,118
374,327,"For example , in the air , carbon combines with oxygen to form the gas carbon dioxide .",To what end does carbon combine with oxygen in the air?,to form the gas carbon dioxide,55,84
375,1454,"Since greenstones are found today in oceanic trenches , what does the presence of greenstones mean ? These ancient greenstones indicate the presence of subduction zones .",Why do These ancient greenstones indicate the presence of subduction zones ?,Since greenstones are found today in oceanic trenches,0,52
376,994,"During photosynthesis , carbon dioxide and water combine with solar energy to create glucose , a carbohydrate ( C6 H12 O6 ) , and oxygen .",For what purpose do carbon dioxide and water combine with solar energy during photosynthesis ?,"to create glucose , a carbohydrate ( C6 H12 O6 ) , and oxygen",75,135
377,945,Spacecraft travel great distances to send back information on faraway places .,For what purpose do Spacecraft travel great distances ?,to send back information on faraway places,34,75
378,905,Jogging is hot work because of the heat from the sun and the hard work he puts into his run .,Why is Jogging hot work ?,because of the heat from the sun and the hard work he puts into his run,20,90
379,179,You wo nt miss it because it no longer has any purpose in the human body .,Why didn't you miss it?,because it no longer has any purpose in the human body,18,71
380,1183,The heat of cooking kills any bacteria the foods may contain so they ca nt make you sick .,For what purpose does The heat of cooking kill any bacteria the foods may contain ?,so they ca nt make you sick,61,87
381,1433,"Warm air rises because it is less dense , and when it does , cool air moves in to take its place .",Why does Warm air rise ?,because it is less dense,15,38
382,8,"Since glaciers can form only over land , ice ages only occur when landmasses cover the polar regions .",Why do ice ages occur only when land masses cover the polar regions?,Since glaciers can form only over land,0,37
383,1032,"If a kidney stone blocks a ureter , it must be removed so urine can leave the kidney and be excreted .",For what purpose must it be removed if a kidney stone blocks a ureter ?,so urine can leave the kidney and be excreted,55,99
384,864,"Eventually , birth rates fell to match death rates ( Stage 4 ) .",For what purpose did birth rates fall eventually ?,to match death rates ( Stage 4 ),30,61
385,837,They must determine the concentration of the contaminant to determine how much it is being diluted .,For what purpose must They determine the concentration of the contaminant ?,to determine how much it is being diluted,57,97
386,813,Watch this video to learn more about them : .,For what purpose do this video watch ?,to learn more about them,17,40
387,213,"Irrigation , the ability to clear large swaths of land for farming efficiently , and the development of farm machines powered by fossil fuels allowed people to grow more food and transport it to where it was needed .",For what purpose are large tracts of land cleaned efficiently?,for farming,55,65
388,1011,"RRNA becomes part of the ribosome , which is the site of protein synthesis , and tRNA brings an amino acid to the ribosome so it can be added to a growing chain during protein synthesis .",For what purpose does tRNA bring an amino acid to the ribosome ?,so it can be added to a growing chain during protein synthesis,123,184
389,1118,"Like other maps , topographic maps have a scale so that you can find the horizontal distance .",For what purpose do topographic maps have a scale like other maps ?,so that you can find the horizontal distance,48,91
390,1348,"In a nuclear fusion reaction , the nuclei of two atoms combine to create a new atom .",For what purpose do the nuclei of two atoms combine in a nuclear fusion reaction ?,to create a new atom,63,82
391,1675,Land heats up and cools off faster than water because it has lower specific heat .,Why has Land heats ?,because it has lower specific heat,46,79
392,85,"9 , the basketball has mechanical energy because it is moving .",Why does basketball have mechanical energy?,because it is moving,41,60
393,300,"This colorful adobe house in Tucson , Arizona is surrounded by native cactus , which needs little water to thrive .",For what purpose does native cactus need little water?,to thrive,104,112
394,1585,It is frozen in rock to document the change .,For what purpose is It frozen in rock ?,to document the change,21,42
395,1835,Most people can survive only a few days without consuming water to replace their water losses .,For what purpose can Most people survive without consuming water only a few days ?,to replace their water losses,64,92
396,1760,The recycled compost gradually breaks down to form rich humus that can be added to lawns and gardens to improve the soil .,For what purpose does The recycled compost break down gradually ?,to form rich humus that can be added to lawns and gardens to improve the soil,43,119
397,170,"Because of its shape , it can gather and reflect light from a wide area .",Why does it reflect light from a wide range?,Because of its shape,0,19
398,888,"When you drop a paper clip , why does nt it fall toward you instead of toward Earth ? A : Earth is so much more massive than you that its gravitational pull on the paper clip is immensely greater .",Why does it nt fall toward you instead of toward Earth ?,why,29,31
399,612,He was writing a chemistry textbook and needed a way to organize the elements so it would be easier for students to learn about them .,For what purpose do He need a way to organize the elements ?,so it would be easier for students to learn about them,78,131
