Text,Question,Answer,Template
"The Compacts give citizens of these island nations generally no restrictions to reside in the United States ( also its territories ) , and many were attracted to Guam due to its proximity , environmental , and cultural familiarity .","Why were many attracted to Guam?","due to its proximity , environmental , and cultural familiarity","AmCauQgTemplate"
"The Towers of Catoira ( Pontevedra ) were built as a system of fortifications to prevent and stop the Viking raids on Santiago de Compostela .","For what purpose were the towers of Catoira (Pontevedra) built as fortifications?","to prevent and stop the Viking raids on Santiago de Compostela","AmPncQgTemplate"
"Manganese dioxide can be added in small amounts to remove the green tint given by iron(II ) oxide .","To what end can manganese be added in small quantities?","to remove the green tint given by iron(II ) oxide","AmPncQgTemplate"
"Buildings like hospitals and nursing homes usually size their emergency generators to accommodate this draw .","For what purpose are buildings such as hospitals and nursing homes usually the size of their emergency generators?","to accommodate this draw","AmPncQgTemplate"
"Such remedies may not be applicable to modern high - frequency power supplies as these produce full output voltage even with reduced input .","Why are such means not applicable to modern high frequency power supplies?","as these produce full output voltage even with reduced input","AmCauQgTemplate"
"Because meteorites in space absorb and record cosmic radiation , the time elapsed since the meteorite hit the Earth can be determined from laboratory studies .","Why can the time since the meteorite hit Earth be determined by laboratory studies?","Because meteorites in space absorb and record cosmic radiation","AmCauQgTemplate"
"Many longer sound recordings , such as complete operas , were interleaved across several 10-inch or 12-inch discs for use with auto - changing mechanisms , so that the first disk of a three - disk recording would carry sides 1 and 6 of the program , while the second disk would carry sides 2 and 5 , and the third , sides 3 and 4 , allowing sides 1 , 2 , and 3 to be played automatically ; then the whole stack reversed to play sides 4 , 5 , and 6 .","For what purpose were Many longer sound recordings , such as complete operas interleaved for use with auto - changing mechanisms across several 10-inch or 12-inch discs ?","so that the first disk of a three - disk recording would carry sides 1 and 6 of the program , while the second disk would carry sides 2 and 5 , and the third , sides 3 and 4 , allowing sides 1 , 2 , and 3 to be played automatically","AmPncQgTemplate"
"Many longer sound recordings , such as complete operas , were interleaved across several 10-inch or 12-inch discs for use with auto - changing mechanisms , so that the first disk of a three - disk recording would carry sides 1 and 6 of the program , while the second disk would carry sides 2 and 5 , and the third , sides 3 and 4 , allowing sides 1 , 2 , and 3 to be played automatically ; then the whole stack reversed to play sides 4 , 5 , and 6 .","So to what end has the whole stack turned upside down?","to play sides 4 , 5 , and 6","AmPncQgTemplate"
"Bullied for being a Bedouin , he was proud of his identity and encouraged pride in other Bedouin children .","Why did he bully?","for being a Bedouin","AmCauQgTemplate"
"On May 19 , 2015 , JPMorgan Chase announced that it has invested $ 32 million for two redevelopment projects in the city 's Capitol Park district , the Capitol Park Lofts ( the former Capitol Park Building ) and the Detroit Savings Bank building at 1212 Griswold .","To what end has she invested $32 million?","for two redevelopment projects in the city 's Capitol Park district , the Capitol Park Lofts ( the former Capitol Park Building ) and the Detroit Savings Bank building at 1212 Griswold","AmPncQgTemplate"
"In recent developments , a 1974 - 2010 building height limitation of 37 metres ( 121 ft ) was raised to 50 m ( 160 ft ) in central areas and 180 metres ( 590 ft ) in some of Paris ' peripheral quarters , yet for some of the city 's more central quarters , even older building - height laws still remain in effect .","To what end have older building laws remained in force?","for some of the city 's more central quarters","AmPncQgTemplate"
"The successful bidder was David Gold , the then joint chairman of Birmingham City ; claiming the FA and government were doing nothing proactive to ensure the trophy remained in the country , Gold stated his purchase was motivated by wanting to save it for the nation .","To what end have the FA and the Government done nothing?","to ensure the trophy remained in the country","AmPncQgTemplate"
"Over a period of 40 years , about 400,000 African students from various countries moved to Russia to pursue higher studies , including many Black Africans .","To what end did some 400,000 African students from various countries move to Russia over a 40-year period?","to pursue higher studies","AmPncQgTemplate"
"The debacle was repeated in 1965 ; this time , when the Speaker left the chair to go to the House of Lords , some members continued to make speeches .","To what end has the speaker left the chair this time?","to go to the House of Lords","AmPncQgTemplate"
"Similarly , the Constitution Act 1986 reformed the constitution of New Zealand to sever its constitutional link with Britain , and the Australia Act 1986 severed the constitutional link between Britain and the Australian states .","To what end did the 1986 Constitutional Act reform the New Zealand Constitution?","to sever its constitutional link with Britain","AmPncQgTemplate"
"Due to Anson 's absence from the club after 22 years , local newspaper reporters started to refer to the Cubs as the "" Orphans "" .","Why did local newspaper reporters call Cubans ""orphans""?","Due to Anson 's absence from the club after 22 years","AmCauQgTemplate"
"It has a relatively high proportion of doubled letters , both vowels and consonants , due to the formation of compound words and also to the spelling devices for distinguishing the many vowel sounds in the Dutch language .","Why does it have a relatively high proportion of double letters, both vowels and consonants?","due to the formation of compound words and also to the spelling devices for distinguishing the many vowel sounds in the Dutch language","AmCauQgTemplate"
"The article noted that major healthcare organizations such as National Center for Advancing Translational Sciences of the National Institutes of Health , the President ’s Council of Advisors on Science and Technology , the World Economic Forum , the Gates Foundation , the Wellcome Trust , and the Food and Drug Administration had encouraged greater interactions between physicians and industry in order to bring greater benefits to patients .","To what end have major health organizations such as the National Center for Advancing Translational Sciences of the National Institutes of Health, the President's Council of Advisors on Science and Technology, the World Economic Forum, the Gates Foundation, the Wellcome Trust, and the Food and Drug Administration encouraged greater interaction between physicians and industry?","in order to bring greater benefits to patients","AmPncQgTemplate"
"Lossless compression is possible because most real - world data exhibits statistical redundancy .","Why is lossless compression possible?","because most real - world data exhibits statistical redundancy","AmCauQgTemplate"
"In order to enlist Stalin 's support , Zhou and a Chinese delegation left for Moscow on 8 October , arriving there on 10 October at which point they flew to Stalin 's home at the Black Sea .","To what end did Zhou and a Chinese delegation leave for Moscow on October 8th?","In order to enlist Stalin 's support","AmPncQgTemplate"
